"Bird.ID","FirstFound","LastPresent","LastChecked","Fate","Freq","YearDay","Study.Area","Location","Trans.Type","Sex","TurkAge","Weight","Hematoma","Pat.Tag","HandTime","MG","LPDV","REV","Prcp.Day","Prcp.Week","Tavg.Day","Tavg.Week","SampType","BodyCon","Year","SexTT"
355,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",8.5,0,"Y",109.476394849785,1,0,0,10,12,-20,-15.5714285714286,3,0.04181108584878,2018,"F.B"
356,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",10,0,"Y",109.476394849785,0,1,0,10,12,-20,-15.5714285714286,3,0.0569539035595446,2018,"F.B"
357,1,1,7,1,1,53,"NE","Bradbury","Back","F","A",9.5,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-0.591531814669378,2018,"F.B"
358,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",8.5,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-0.255160350609066,2018,"F.B"
359,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",9.5,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-1.18547468758507,2018,"F.B"
360,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",7.5,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-1.55213178706691,2018,"F.B"
361,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",9,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-2.13093184227184,2018,"F.B"
362,1,30,30,0,1,53,"NE","Bradbury","Back","F","A",10,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-2.17033186987431,2018,"F.B"
363,1,1,7,1,1,53,"NE","Bradbury","Back","F","A",6,0,"Y",109.476394849785,1,1,0,10,12,-20,-15.5714285714286,3,-2.16121747769338,2018,"F.B"
364,1,1,19,1,1,81,"S","Rust Farm","Back","F","A",12,0,"N",14,1,1,0,0,1.57142857142857,58,22.4285714285714,3,0.281647458218715,2018,"F.B"
365,1,30,30,0,1,81,"S","Rust Farm","Back","F","A",9.5,0,"N",21,1,0,0,0,1.57142857142857,58,22.4285714285714,3,0.305904668110412,2018,"F.B"
366,1,30,30,0,1,81,"S","Rust Farm","Back","F","A",9,0,"N",35,1,1,0,0,1.57142857142857,58,22.4285714285714,3,-1.97592395063667,2018,"F.B"
367,1,1,19,1,1,81,"S","Rust Farm","Back","F","A",11,0,"N",42,1,1,0,0,1.57142857142857,58,22.4285714285714,3,0.914990358736872,2018,"F.B"
369,1,30,30,0,1,81,"S","Rust Farm","Back","F","A",11,0,"N",55,1,1,0,0,1.57142857142857,58,22.4285714285714,3,0.766504640507948,2018,"F.B"
372,1,30,30,0,1,81,"S","Rust Farm","Back","F","J",8,0,"N",75,1,0,0,0,1.57142857142857,58,22.4285714285714,3,1.61788577635259,2018,"F.B"
373,1,30,30,0,1,81,"S","Rust Farm","Back","F","A",9,1,"N",85,0,1,0,0,1.57142857142857,58,22.4285714285714,3,-0.342581050118511,2018,"F.B"
375,1,30,30,0,1,1,"NC","Perry","Back","F","J",8,1,"N",34,0.74468085106383,0,0,0,22.4285714285714,-30,-13.7142857142857,0,-2.03229653201112,2018,"F.B"
376,1,18,20,1,1,1,"NC","Perry","Back","F","J",6,0,"N",46,1,0,0,0,22.4285714285714,-30,-13.7142857142857,0,-1.80501075857727,2018,"F.B"
